Namessss
Old Botley 
Fishwhiskers 
The Unsmiling 
The Rhymer 
Long Lew 
The Exquisite 
The Dogshead 
Crowkiller 
The Weeping Man 
Silver Tongue 
Pinkeye 
Blackthumb 
Rednose 
Squire Dalbridge 
The Daughterless 
Night-walker 
Eater of Eyes 
Strong Belwas 
Steelshanks 
Faithful Urswyck 
Peck 
The Good 
Of the Rainwood 
The Scrapesword 
Bastard of Driftmark 
Red Rolfe 
Sheepstealer 
The Whale 
The Bastard of Bolton 
The Implacable 
The Spring King 
The Bad 
The Moon King 
The Bridegroom 
The Sweet 
The Bitter 
Snowbeard 
Paul 
Blane 
Grubbs 
Aethan 
Bannen 
Softfoot 
Kedge 
Goady 
Dirk 
Karl 
Ollo 
Sawwood 
Maslyn 
Iggo 
Kennos 
Megga 
Alla 
Elinor 
Leonette 
Nysterica 
Alyce 
Alysanne 
Meredyth 
Taena 
Luthor 
Lenyl 
Ryk 
Orell 
Styr 
Tormund 
Val 
Jarl 
Orland 
Mullin 
Groleo 
Richard 
Temmo 
Khorane 
Tristimun 
Meizo 
Jate 
Lucos 
Hal 
Warren 
Sumner 
Harlan 
Gerardys 
Turquin 
Erreck 
Beldecar 
Lem 
Tom 
Sharna 
Sybell 
Rolph 
Raynald 
Elenya 
Rollam 
Mag 
Lump 
Toregg 
Dormund 
Munda 
Jack-Be-Lucky 
Pello 
Talla 
Mawney 
Horton 
Sebaston 
Karlon 
Timeon 
Maynard 
Erreg 
Ravella 
Carellen 
Kraznys 
Arson 
Grigg 
Grazdan 
Missandei 
Wilbert 
Tansy 
Cass 
Lanna 
Jyzene 
Helly 
Leslyn 
Bella 
Errok 
Zollo 
Galyeon 
Alaric 
Hamish 
Collio 
Fornio 
Byam 
Alan 
Ronnel 
Tim 
Ulmer 
Dick 
Simon 
Oswyn 
Wenda 
Rolley 
Bill 
Oss 
Dyah 
Ferny 
Lister 
Lennocks 
Beck 
Mudge 
Merriman 
Andrey 
Joth 
Matt 
Ryn 
Ormond 
Dudley 
Maerie 
Becca 
Harsley 
Nolla 
Dennet 
Melly 
Daemon 
Terrence 
Hareth 
Gilbert 
Lester 
Jonothor 
Belis 
Garigus 
Qarlton 
Alys 
Deziel 
Tremond 
Harmen 
Ulwyck 
Ryon 
Dagos 
Arron 
Myria 
Larra 
Jynessa 
Ellaria 
Merlon 
Anders 
Notch 
Watty 
Merrit 
Jayde 
Puddingfoot 
Luke 
Big Boil 
Dan 
Wynton 
Quort 
Bodger 
Del 
Henk 
Toefinger 
Stone Thumbs 
Lenn 
Grey Worm 
Prendahl 
Sallor 
Daario 
Mero 
Gergen 
Allyria 
Nage 
Walderan 
Jenny 
Tristifer 
Raymar 
Ryles 
Andahar 
Brenett 
Sedgekins 
Gerald 
Murmison 
Ambrose 
Otto 
Silveraxe 
Roro 
Mully 
Satin 
Runcel 
Tristan 
Su 
Meliana 
Kegs 
Spare Boot 
Easy 
Dilly 
Henly 
Owen 
Danny 
Sherrit 
Mad Axe 
Oznak 
Scarb 
Brella 
Kaeth 
Ralph 
Bertram 
Dennis 
Harwyn 
Peter 
Triston 
Omer 
Rolland 
Zei 
Emrick 
Duncan 
Maelys 
Lormelle 
Cedrik 
Gwayne 
Kella 
Grisel 
Umfred 
Watt 
Tumberjon 
Glendon 
Ghael 
Cleon 
Donyse 
Torwynd 
Quenn 
Hop-Robin 
Lum 
Harmune 
Emmett 
Garse 
Jothos 
Danos 
Alesander 
Togg 
Pyg 
Three Toes 
Jonelle 
Monterys 
Cadwyle 
Damion 
Shiera 
Lucion 
Margot 
Titus 
Benedict 
Damon 
Tybolt 
Lyle 
Joanna 
Shierle 
Selmond 
Obara 
Nymeria 
Tyene 
Sarella 
Obella 
Dorea 
Loreza 
Perros 
Delonne 
Nymella 
Ronald 
Hugo 
Ellery 
Kirth 
Norbert 
Theomar 
Elyn 
Theodore 
Lia 
Medwick 
Olene 
Quentin 
Olymer 
Raymund 
Normund 
Victor 
Victaria 
Leona 
Orton 
Jack 
Wallace 
Dennett 
Roone 
Dryn 
Hill 
Graceford 
Bulwer 
Merryweather 
Qorgyle 
Lonmouth 
Sathmantes 
Mahr 
Blackberry 
Chyttering 
Grandison 
Spicer 
Mar Tun Doh Weg 
Farman 
Lychester 
mo Nakloz 
mo Ullhor 
Costayne 
Quaynis 
Harclay 
Toyne 
Of Sisterton 
Charlton 
Roote 
Deddings 
Blackfyre 
Cafferen 
Belgrave 
Chelsted 
Dalt 
Gargalen 
Allyrion 
Sand 
Manwoody 
Jordayne 
Blackmont 
Yronwood 
Harte 
Follard 
Stout 
na Ghezn 
Naharis 
mo Eraz 
Goodbrook 
Tarbeck 
Mudd 
Condon 
Gower 
Butterwell 
Fell 
Uhoris 
Rankenfell 
zo Pahl 
Plumm 
Buckler 
Beesbury 
Gaunt 
Hewett 
Staedmon 
Farwynd 
Volmark 
Myre 
Stonetree 
Orkwood 
Tawney 
Peake 
Broom 
Sarsfield 
Kenning 
Toland 
Paege 
Gardener 
Blackbar 
Massey 
Small Paul 
Whiteye 
Sweet Donnel 
Clubfoot Karl 
Lophand 
Of Hag's Mire 
Of Kayce 
Left/Right 
Merry 
Father of Mace 
Longspear Ryk 
Magnar of Thenn 
Giantsbane 
Wife of Mance Rayder 
Of Oldtown 
Griff 
Little Lucos 
Hookface Will 
The Hog 
Lem Lemoncloak 
Of Sevenstreams 
O'Sevens 
Sevenstrings 
Old Pate 
Husband 
Mag the Mighty 
Varamyr Sixskins 
Son of Tormund 
Daughter of Tormund 
Greenbeard 
Of Tyrosh 
Black Bernarr 
Tyrion's High Septon 
Of Dorne 
Big Belly Ben 
The Kinslayer 
Porridge 
Lamprey 
Iceaxe 
The Goat 
The Great 
with a gold tokar 
Fat one 
Tall one 
With a spiked beard 
Of the Peach 
Of Cuy 
Fair-fingers 
Of Eysen 
The Harper 
Of Greenaway 
Of Rosby 
Ulmer of the Kingswood 
Fletcher Dick 
Oswyn Longneck the Thrice-Hanged 
The White Fawn 
Muttering Bill 
Greyfeather 
Orphan Oss 
Quick-bow 
Little Matt 
Anvil Ryn 
Of Mory 
Of Lancewood 
Of Shermer's Grove 
Blind Wyl the Whittler 
The Whore 
The Baker 
Fletcher Will 
Of the Brotherhood without Banners 
The Black Dragon 
The Pretender 
The Vulture King 
Greybeard 
The Knight of Lemonwood 
Bastard of Godsgrace 
Longthorn 
Beardless Dick 
The Miller 
Merrit o' Moontown 
Likely Luke 
Good Queen Alysanne 
Hempen Dan 
Deaf Dick Follard 
The Helm 
The Bald 
The Titan's Bastard 
Green Gergen 
Of Oldstones 
The Hammer of Justice 
Old King Andahar 
Left Hand Lew 
Breakspear 
Blind Bastard 
Mad Marq Rankenfell 
Sky Blue Su 
Lady Meliana 
Dornish Dilly 
Red Alyn of the Rosewood 
Young Henly 
Old Henly 
Spotted Pate of Maidenpool 
The Oaf 
The Night's King 
The Rat Cook 
Brown Ben Plumm 
The Barmaid 
Hardstone 
The Fishwife 
Of Tally Hill 
The Bastard of Nightsong 
Horse 
The Demon of Darry 
Pale Griffin 
The Prince of Dragonflies 
Maelys the Monstrous 
Long Lance 
Bastard of Bronzegate 
The Smiling Knight 
Blackshield 
The Bastard of Uplands 
Of Long Lake 
Tangletongue 
Breakwind 
Brightsmile 
The Butcher King 
The Tame 
Red Lester 
Iron Emmett 
Pennylover 
Orkwood of Orkmont 
Wife of Ser Cleos 
Strongboar 
Nym 
Son of Moryn 
Son of Theodore 
Leo the Lazy 
Son of Victor 
Son of Leo 
Eggen 
Hairy Hal 
Black Jack Bulwer 
Mollander 
Alleras 
Rosey 
Emma 
Armen 
Ebrose 
Walgrave 
Vaellyn 
Perestan 
Mollos 
Emmond 
Steffarion 
Greydon 
Gormond 
Gran 
Norjen 
Rus 
Tarle 
Quellon 
Harlon 
Donel 
Urrigon 
Gysella 
Gwin 
Murenmure 
Urras 
Jennelyn 
Ricasso 
Manfrey 
Senelle 
Jocelyn 
Puckens 
Shortear 
Rugen 
Illifer 
Creighton 
Herbert 
Manfryd 
Shadrich 
Hibald 
Naggle 
Galladon 
Jorquen 
Orbert 
Colloquo 
Thomax 
Osric 
Denyo 
Ternesio 
Yorko 
Lambert 
Balman 
Quenton 
Rennifer 
Danelle 
Rufus 
Serala 
Roelle 
Humfrey 
Gretchel 
Maddy 
Symond 
Benedar 
Boremund 
Hotho 
Harras 
Sigfryd 
Three-Tooth 
Gwynesse 
Theomore 
Aenar 
Haereg 
Rigney 
Denestan 
Germund 
Joseran 
Kemmett 
Torwold 
Melara 
Ossifer 
Maggy 
Edgerran 
Eglantine 
Gascoyne 
Lucamore 
Criston 
Alyse 
Cedric 
Lorimer 
Hyle 
Edmund 
Clarence 
Meggett 
Garrison 
Orivel 
Addison 
Michael 
Dorcas 
Raynard 
Torbert 
Ollidor 
Nute 
Ralf 
Fralegg 
Alvyn 
Lenwood 
Romny 
Eldred 
Stonehand 
Sigfry 
Gylbert 
Erik 
Thormor 
Roryn 
Hilmar 
Harmund 
Lucifer 
Raymond 
Harry 
Eustace 
Sylva 
Garin 
Cletus 
Dake 
Rolder 
Rosamund 
Umma 
Luco 
Uthero 
Brusco 
Gilwood 
Mela 
Helliweg 
Harrold 
Noho 
Portifer 
Meribald 
Terro 
Orbelo 
Yna 
Xhondo 
Roger 
Bayard 
Courtenay 
Lucantine 
Russell 
Wulfe 
Ragnor 
Talbert 
Falia 
Cragorn 
Garrett 
Quincy 
Daena 
Narbert 
Gillam 
Rawney 
Bennet 
Arianne 
Dagon 
Moribald 
Osbert 
Guthor 
Ellyn 
Talea 
Brea 
Beqqo 
Lotho 
Moredo 
Roggo 
Gyloro 
Gyleno 
Quill 
Tagganaro 
Cossomo 
S'vrone 
Meralyn 
Assadora 
Bellegere 
Bellonara 
Narbo 
Quence 
Allaquo 
Sloey 
Myrmello 
Ezzelyno 
Kojja Mo 
Ellendor 
Merion 
Willow 
Bors 
Timoth 
Morra 
Mellei 
Cedra 
Belandra 
Franklyn 
Frynne 
Kedry 
Artys 
Terrance 
Ossy 
Carrot 
Byron 
Morgarth 
Jasper 
Elys 
Moelle 
Aglantine 
Melicent 
Theodan 
Unella 
Scolera 
Lorcas 
Theobald 
Norren 
Gorghan 
Hoke 
Justin 
Clayton 
Godry 
Harwood 
Corliss 
Ygon 
Urek 
Vickon 
Bennarion 
Sargon 
Lucimore 
Godric 
Alesandor 
Uthor 
Ysilla 
Hostella 
Leana 
Rhonda 
Malora 
Denyse 
Leyla 
Warryn 
Branston 
Gallard 
Castos 
Zarabelo 
Garizon 
Nymos 
Cetheres 
Willifer 
Harodon 
Guyne 
Agrivane 
Ocley 
Gareth 
Liane 
Rhialta 
Emphyria 
Bennard 
Meg 
Geoff 
Haggon 
Thistle 
Bump 
Borroq 
Briar 
Grisella 
Meha 
Runceford 
Ordello 
Stalwart 
Reznak 
Skahaz 
Galazza 
Hizdahr 
Arnolf 
Pytho 
Aegor 
Hugor 
Serra 
Gerris 
Ynys 
Gwyneth 
Archibald 
Harmond 
Manly 
Rusty 
Haldon 
Rolly 
Motho 
Zekko 
Munkun 
Aemond 
Lemore 
Urho 
Korra 
Lomas 
Gella 
Sigorn 
Halleck 
Black Fist 
Cetherys 
Mossador 
Duran 
Eladon Goldenhair 
Loyal Spear 
Marselen 
Rylona 
Khrazz 
Barsena 
Camarron 
Goghor 
Ithoke 
Belaquo 
Hazzea 
Grunt 
Skinner 
Yandry 
Galendro 
Malaquo 
Nyessos 
Doniphos 
Casso 
Mezzara 
Rommo 
Mollono 
Wick 
Hoarfrost 
Marlon 
Adrack 
Ty 
Rory 
Butts 
Qavo 
Horonno 
Benerro 
Qezza 
Grazhar 
Mazdhan 
Hazrak 
Zharaq 
Balaq 
Gorys 
Lysono 
Watkyn 
Laswell 
Myrio 
Caggo 
Baqq 
Gerrold 
Books 
Bloodbeard 
Yurkhaz 
Yezzan 
Malazza 
Paezhar 
Ghazdor 
Morghaz 
Gorzhak 
Faezhar 
Denzo 
Meris 
Lewis 
Orson 
Webber 
Cromm 
Hagen 
Torgon 
Urragon 
Harl 
Grimtongue 
Roggon 
Methyso 
Alios 
Vogarro 
Parquello 
Belicho 
Trianna 
Oppo 
Penny 
Jacaerys 
Therry 
Bartimus 
Osgood 
Oswin 
Wynafryd 
Miklaz 
Kezmya 
Ezzara 
Morgan 
Merrel 
Alf 
Barbrey 
Luton 
Moqorro 
Hop-Bean 
Ash 
Leaf 
Scales 
Black Knife 
Snowylocks 
Coals 
Leathers 
Jax 
Alysane 
Medrick 
Rhodry 
Walys 
Wun 
Myrtle 
Holly 
Lyra 
Jorelle 
Benjicot 
Benethon 
Brus 
Dorden 
Malegorn 
Perkin 
Tycho 
Dannel 
Tormo 
Pynto 
Gelmarr 
Nurse 
Zahrina 
Sweets 
Hildy 
Barba 
Melissa 
Lacey 
Torghen 
Gylo 
Hero 
Marghaz 
Squirrel 
Frenya 
Daegon 
Kerwin 
Longwater 
Scar 
Morgo 
Tybero 
Kasporio 
Maris 
Fulk 
Soren 
Gerrick 
Harle 
Howd 
Brogg 
Devyn 
Kyleg 
Morna 
Harghaz 
Malo 
Brendel 
Armond 
Alynne 
Canty 
Ormund 
Ned 
Arthor 
Fingers 
Rook 
Steffar 
Izembaro 
Bokkoko 
Snatch 
Kem 
Hammer 
Kennet 
Nail 
Steelskin 
Grazdar 
Azzak 
Bhakaz 
Dhazzar 
Tumco 
Larraq 
Walter 
Draqaz 
Jezhene 
Gavin 
Doss 
Tal 
Jokin 
Renfred 
Eerl 
Arstan 
Casper 
Sebastion 
Clifford 
Mary 
Quentyn 
Trebor 
Jyana 
Torren 
Barbara 
Jayne 
Bess 
Eleanor 
Russ 
Ferrego 
Qarro 
Chezdhar 
Maezon 
Grazdhan 
Torman 
Pykewood 
Caspor 
Lorimas 
Chains 
John 
Uhlan 
Sparr 
Ironfoot 
Flatnose 
Fowler 
Longbough 
Bolling 
Lothston 
Votar 
Terys 
Turnberry 
Byrch 
Longwaters 
Darklyn 
Leek 
Crabb 
Wagstaff 
Templeton 
Belmore 
Blacktyde 
Codd 
Freeborn 
Browntooth 
Hetherspoon 
Strong 
Cole 
Ladybright 
Hunt 
Bushy 
Farrow 
Inchfield 
Moreland 
Bettley 
Mertyns 
Stonehouse 
Humble 
Weaver 
Ironmaker 
Hardy 
Nayland 
Sawyer 
Potter 
Prestayn 
Zalyne 
Grafton 
Lynderly 
Waxley 
Hardyng 
Dimittis 
Woodwright 
Clifton 
Pox 
Dhoru 
Hogg 
Greenhill 
Serry 
Cox 
Chester 
Grimm 
Yew 
Ruttiger 
Lornel 
Dothare 
Otherys 
Wells 
Horpe 
Suggs 
Sunderland 
Borrell 
Longthorpe 
Torrent 
Coldwater 
Shett 
Cupps 
Shield 
mo Reznak 
mo Kandaq 
Galare 
zo Loraq 
zo Galare 
Malanon 
Drinkwater 
Musgood 
Duckfield 
Strickland 
Longstrider 
Rhee 
Maegyr 
Vhassar 
Paenymion 
Mogat 
Merreq 
Yos Dob 
Stripeback 
Whittlestick 
Sweet 
Nogarys 
Mandrake 
Edoryen 
Maar 
Straw 
Bone 
Myrakis 
Redback 
zo Yunzak 
zo Qaggaz 
zo Myraq 
zo Ahlaq 
zo Zherzyn 
zo Eraz 
zo Faez 
D'han 
Hungerford 
Lanster 
Long 
Quickaxe 
Greyiron 
Longaxe 
Qhaedar 
Vaelaros 
Staegone 
Pahl 
Short 
Barleycorn 
Liddle 
Slate 
Weg Wun Dar Wun 
Norrey 
Peasebury 
Branch 
Cobb 
Foxglove 
Whitewater 
Nestoris 
Fregar 
Merrell 
Rhegan 
Shepherd 
Istarion 
Shieldbreaker 
Kingsblood 
Wanderer 
Sealskinner 
Jayn 
Byrne 
Pease 
Woods 
Tidewood 
Merlyn 
Seastar 
Lho 
Oldfather 
Toraq 
Tanner 
Errol 
Vaith 
Holt 
Antaryon 
Volentin 
zo Rhaezn 
The Sphinx 
Novice of Oldtown 
The Acolyte 
Vinegar Vaellyn 
The Thrice-Drowned 
Urri 
The Penniless 
The Pander 
The Mad Mouse 
Of the Shady Glen 
Of Morne 
The Waif 
Oakenfist 
Mad Danelle 
Nimble Dick 
Fat Maddy 
Knight of Ninestars 
Strong Sam Stone 
Hotho Humpback 
The Knight 
Silverhair 
Aenar the Exile 
Blind Beron 
The Old Grey Gull 
Pinchface 
Left-Hand Lucas 
Half-Hoare 
The Red Oarsman 
The Bastard 
The Blue Bard 
The Frog 
The Open-Handed 
The Green Oak 
Of the Greenblood 
Lucamore the Lusty 
Kingmaker 
The Belly 
Big Ben 
The Stork 
Bloodraven 
Beardless Jon Bettley 
The Greatheart 
Gyles Greycloak 
The Bastard of Cornfield 
The White Owl 
Neveryield 
Long Tom Costayne 
Of Duskendale 
Red Robert Flowers 
The Barber 
Red Ralf Stonehouse 
The Limper 
The Strong 
Little Lenwood Tawney 
The Shepherd 
Of Lordsport 
The Thrall 
Erik Anvil-Breaker 
The Dread 
The Reaver 
The Oldfather 
Old Crackbones 
Spotted Sylva 
Darkstar 
